accession_number,technology,assembly,country
KC994150.1,Illumina,MIA v. 2009,Philippines
KC994149.1,Illumina,MIA v. 2009,Philippines
KC994148.1,Illumina,MIA v. 2009,Philippines
KC994147.1,Illumina,MIA v. 2009,Philippines
KC994146.1,Illumina,MIA v. 2009,Philippines
KC994145.1,Illumina,MIA v. 2009,Philippines
KC994144.1,Illumina,MIA v. 2009,Philippines
KC994143.1,Illumina,MIA v. 2009,Philippines
KC994142.1,Illumina,MIA v. 2009,Philippines
KC994141.1,Illumina,MIA v. 2009,Philippines
KC994140.1,Illumina,MIA v. 2009,Philippines
KC994139.1,Illumina,MIA v. 2009,Philippines
KC994138.1,Illumina,MIA v. 2009,Philippines
KC994137.1,Illumina,MIA v. 2009,Philippines
KC994136.1,Illumina,MIA v. 2009,Philippines
KC994135.1,Illumina,MIA v. 2009,Philippines
KC994134.1,Illumina,MIA v. 2009,Philippines
KC994133.1,Illumina,MIA v. 2009,Philippines
KC994132.1,Illumina,MIA v. 2009,Philippines
KC994131.1,Illumina,MIA v. 2009,Philippines
KC994130.1,Illumina,MIA v. 2009,Philippines
KC994129.1,Illumina,MIA v. 2009,Philippines
KC994128.1,Illumina,MIA v. 2009,Philippines
KC994127.1,Illumina,MIA v. 2009,Philippines
KC994126.1,Illumina,MIA v. 2009,Philippines
KC994125.1,Illumina,MIA v. 2009,Philippines
KC994124.1,Illumina,MIA v. 2009,Philippines
KC994123.1,Illumina,MIA v. 2009,Philippines
KC994122.1,Illumina,MIA v. 2009,Philippines
KC994121.1,Illumina,MIA v. 2009,Philippines
KC994120.1,Illumina,MIA v. 2009,Philippines
KC994119.1,Illumina,MIA v. 2009,Philippines
KC994118.1,Illumina,MIA v. 2009,Philippines
KC994117.1,Illumina,MIA v. 2009,Philippines
KC994116.1,Illumina,MIA v. 2009,Philippines
KC994115.1,Illumina,MIA v. 2009,Philippines
KC994114.1,Illumina,MIA v. 2009,Philippines
KC994113.1,Illumina,MIA v. 2009,Philippines
KC994112.1,Illumina,MIA v. 2009,Philippines
MK134291.1,Sanger dideoxy sequencing,NA,Serbia
MK134290.1,Sanger dideoxy sequencing,NA,Serbia
MK134289.1,Sanger dideoxy sequencing,NA,Serbia
MK134288.1,Sanger dideoxy sequencing,NA,Serbia
MK134287.1,Sanger dideoxy sequencing,NA,Serbia
MK134286.1,Sanger dideoxy sequencing,NA,Serbia
MK134285.1,Sanger dideoxy sequencing,NA,Serbia
MK134284.1,Sanger dideoxy sequencing,NA,Serbia
MK134283.1,Sanger dideoxy sequencing,NA,Serbia
MK134282.1,Sanger dideoxy sequencing,NA,Serbia
MK134281.1,Sanger dideoxy sequencing,NA,Serbia
MK134280.1,Sanger dideoxy sequencing,NA,Serbia
MK134279.1,Sanger dideoxy sequencing,NA,Serbia
MK134278.1,Sanger dideoxy sequencing,NA,Serbia
MK134277.1,Sanger dideoxy sequencing,NA,Serbia
MK134276.1,Sanger dideoxy sequencing,NA,Serbia
MK134275.1,Sanger dideoxy sequencing,NA,Serbia
MK134274.1,Sanger dideoxy sequencing,NA,Serbia
MK134273.1,Sanger dideoxy sequencing,NA,Serbia
MK134272.1,Sanger dideoxy sequencing,NA,Serbia
KC994111.1,Illumina,MIA v. 2009,Philippines
KC994110.1,Illumina,MIA v. 2009,Philippines
KC994109.1,Illumina,MIA v. 2009,Philippines
KC994108.1,Illumina,MIA v. 2009,Philippines
KC994107.1,Illumina,MIA v. 2009,Philippines
KC994106.1,Illumina,MIA v. 2009,Philippines
KC994105.1,Illumina,MIA v. 2009,Philippines
KC994104.1,Illumina,MIA v. 2009,Philippines
KC994103.1,Illumina,MIA v. 2009,Philippines
KC994102.1,Illumina,MIA v. 2009,Philippines
KC994101.1,Illumina,MIA v. 2009,Philippines
KC994100.1,Illumina,MIA v. 2009,Philippines
KC994099.1,Illumina,MIA v. 2009,Philippines
KC994098.1,Illumina,MIA v. 2009,Philippines
KC994097.1,Illumina,MIA v. 2009,Philippines
KC994096.1,Illumina,MIA v. 2009,Philippines
KC994095.1,Illumina,MIA v. 2009,Philippines
KC994094.1,Illumina,MIA v. 2009,Philippines
KC994093.1,Illumina,MIA v. 2009,Philippines
KC994092.1,Illumina,MIA v. 2009,Philippines
KC994091.1,Illumina,MIA v. 2009,Philippines
KC994090.1,Illumina,MIA v. 2009,Philippines
KC994089.1,Illumina,MIA v. 2009,Philippines
KC994088.1,Illumina,MIA v. 2009,Philippines
KC994087.1,Illumina,MIA v. 2009,Philippines
KC994086.1,Illumina,MIA v. 2009,Philippines
KC994085.1,Illumina,MIA v. 2009,Philippines
KC994084.1,Illumina,MIA v. 2009,Philippines
KC994083.1,Illumina,MIA v. 2009,Philippines
KC994082.1,Illumina,MIA v. 2009,Philippines
KC994081.1,Illumina,MIA v. 2009,Philippines
KC994080.1,Illumina,MIA v. 2009,Philippines
KC994079.1,Illumina,MIA v. 2009,Philippines
KC994078.1,Illumina,MIA v. 2009,Philippines
KC994077.1,Illumina,MIA v. 2009,Philippines
KC994076.1,Illumina,MIA v. 2009,Philippines
KC994075.1,Illumina,MIA v. 2009,Philippines
KC994074.1,Illumina,MIA v. 2009,Philippines
KC994073.1,Illumina,MIA v. 2009,Philippines
KC994072.1,Illumina,MIA v. 2009,Philippines
KC994071.1,Illumina,MIA v. 2009,Philippines
KC994070.1,Illumina,MIA v. 2009,Philippines
KC994068.1,Illumina,MIA v. 2009,Philippines
KC994067.1,Illumina,MIA v. 2009,Philippines
KC994066.1,Illumina,MIA v. 2009,Philippines
KC994065.1,Illumina,MIA v. 2009,Philippines
KC994064.1,Illumina,MIA v. 2009,Philippines
KC994063.1,Illumina,MIA v. 2009,Philippines
KC994062.1,Illumina,MIA v. 2009,Philippines
KC994061.1,Illumina,MIA v. 2009,Philippines
KC994060.1,Illumina,MIA v. 2009,Philippines
KC994059.1,Illumina,MIA v. 2009,Philippines
KC994058.1,Illumina,MIA v. 2009,Philippines
KC994057.1,Illumina,MIA v. 2009,Philippines
KC994056.1,Illumina,MIA v. 2009,Philippines
KC994055.1,Illumina,MIA v. 2009,Philippines
KC994054.1,Illumina,MIA v. 2009,Philippines
KC994053.1,Illumina,MIA v. 2009,Philippines
KC994052.1,Illumina,MIA v. 2009,Philippines
KC994051.1,Illumina,MIA v. 2009,Philippines
KC994050.1,Illumina,MIA v. 2009,Philippines
KC994049.1,Illumina,MIA v. 2009,Philippines
KC994048.1,Illumina,MIA v. 2009,Philippines
KC994047.1,Illumina,MIA v. 2009,Philippines
KC994046.1,Illumina,MIA v. 2009,Philippines
KC994045.1,Illumina,MIA v. 2009,Philippines
KC994044.1,Illumina,MIA v. 2009,Philippines
KC994043.1,Illumina,MIA v. 2009,Philippines
KC994042.1,Illumina,MIA v. 2009,Philippines
KC994041.1,Illumina,MIA v. 2009,Philippines
KC994040.1,Illumina,MIA v. 2009,Philippines
KC994039.1,Illumina,MIA v. 2009,Philippines
KC994038.1,Illumina,MIA v. 2009,Philippines
KC994037.1,Illumina,MIA v. 2009,Philippines
KC994036.1,Illumina,MIA v. 2009,Philippines
KC994035.1,Illumina,MIA v. 2009,Philippines
KC994034.1,Illumina,MIA v. 2009,Philippines
KC994033.1,Illumina,MIA v. 2009,Philippines
KC994032.1,Illumina,MIA v. 2009,Philippines
KC994031.1,Illumina,MIA v. 2009,Philippines
KC994030.1,Illumina,MIA v. 2009,Philippines
KC994029.1,Illumina,MIA v. 2009,Philippines
KC994028.1,Illumina,MIA v. 2009,Philippines
KC994027.1,Illumina,MIA v. 2009,Philippines
KC994026.1,Illumina,MIA v. 2009,Philippines
KC994025.1,Illumina,MIA v. 2009,Philippines
KC994024.1,Illumina,MIA v. 2009,Philippines
KC994023.1,Illumina,MIA v. 2009,Philippines
KC994022.1,Illumina,MIA v. 2009,Philippines
KC994021.1,Illumina,MIA v. 2009,Philippines
KC994020.1,Illumina,MIA v. 2009,Philippines
KC994019.1,Illumina,MIA v. 2009,Philippines
KC994018.1,Illumina,MIA v. 2009,Philippines
KC994016.1,Illumina,MIA v. 2009,Philippines
KC994015.1,Illumina,MIA v. 2009,Philippines
KC994014.1,Illumina,MIA v. 2009,Philippines
KC994013.1,Illumina,MIA v. 2009,Philippines
KC994012.1,Illumina,MIA v. 2009,Philippines
KC994011.1,Illumina,MIA v. 2009,Philippines
KC994010.1,Illumina,MIA v. 2009,Philippines
KC994009.1,Illumina,MIA v. 2009,Philippines
KC994008.1,Illumina,MIA v. 2009,Philippines
KC994007.1,Illumina,MIA v. 2009,Philippines
KC994006.1,Illumina,MIA v. 2009,Philippines
KC994005.1,Illumina,MIA v. 2009,Philippines
KC994004.1,Illumina,MIA v. 2009,Philippines
KC994003.1,Illumina,MIA v. 2009,Philippines
KC994002.1,Illumina,MIA v. 2009,Philippines
KC994001.1,Illumina,MIA v. 2009,Philippines
KC994000.1,Illumina,MIA v. 2009,Philippines
KC993999.1,Illumina,MIA v. 2009,Philippines
KC993998.1,Illumina,MIA v. 2009,Philippines
KC993997.1,Illumina,MIA v. 2009,Philippines
KC993996.1,Illumina,MIA v. 2009,Philippines
KC993995.1,Illumina,MIA v. 2009,Philippines
KC993994.1,Illumina,MIA v. 2009,Philippines
KC993993.1,Illumina,MIA v. 2009,Philippines
KC993992.1,Illumina,MIA v. 2009,Philippines
KC993991.1,Illumina,MIA v. 2009,Philippines
KC993990.1,Illumina,MIA v. 2009,Philippines
KC993989.1,Illumina,MIA v. 2009,Philippines
KC993988.1,Illumina,MIA v. 2009,Philippines
KC993987.1,Illumina,MIA v. 2009,Philippines
KC993986.1,Illumina,MIA v. 2009,Philippines
KC993985.1,Illumina,MIA v. 2009,Philippines
KC993984.1,Illumina,MIA v. 2009,Philippines
KC993983.1,Illumina,MIA v. 2009,Philippines
KC993982.1,Illumina,MIA v. 2009,Philippines
KC993981.1,Illumina,MIA v. 2009,Philippines
KC993980.1,Illumina,MIA v. 2009,Philippines
KC993979.1,Illumina,MIA v. 2009,Philippines
KC993978.1,Illumina,MIA v. 2009,Philippines
KC993977.1,Illumina,MIA v. 2009,Philippines
KC993976.1,Illumina,MIA v. 2009,Philippines
KC993975.1,Illumina,MIA v. 2009,Philippines
KC993974.1,Illumina,MIA v. 2009,Philippines
KC993973.1,Illumina,MIA v. 2009,Philippines
KC993971.1,Illumina,MIA v. 2009,Philippines
KC993962.1,Illumina,MIA v. 2009,Philippines
KC993961.1,Illumina,MIA v. 2009,Philippines
KC993956.1,Illumina,MIA v. 2009,Philippines
KC993954.1,Illumina,MIA v. 2009,Philippines
KC993953.1,Illumina,MIA v. 2009,Philippines
KC993952.1,Illumina,MIA v. 2009,Philippines
KC993951.1,Illumina,MIA v. 2009,Philippines
KC993950.1,Illumina,MIA v. 2009,Philippines
KC993949.1,Illumina,MIA v. 2009,Philippines
KC993948.1,Illumina,MIA v. 2009,Philippines
KC993947.1,Illumina,MIA v. 2009,Philippines
KC993946.1,Illumina,MIA v. 2009,Philippines
KC993945.1,Illumina,MIA v. 2009,Philippines
KC993944.1,Illumina,MIA v. 2009,Philippines
KC993943.1,Illumina,MIA v. 2009,Philippines
KC993942.1,Illumina,MIA v. 2009,Philippines
KC993941.1,Illumina,MIA v. 2009,Philippines
KC993939.1,Illumina,MIA v. 2009,Philippines
KC993938.1,Illumina,MIA v. 2009,Philippines
KC993937.1,Illumina,MIA v. 2009,Philippines
KC993936.1,Illumina,MIA v. 2009,Philippines
KC993935.1,Illumina,MIA v. 2009,Philippines
KC993934.1,Illumina,MIA v. 2009,Philippines
KC993933.1,Illumina,MIA v. 2009,Philippines
KC993932.1,Illumina,MIA v. 2009,Philippines
KC993931.1,Illumina,MIA v. 2009,Philippines
KC993930.1,Illumina,MIA v. 2009,Philippines
KC993929.1,Illumina,MIA v. 2009,Philippines
KC993928.1,Illumina,MIA v. 2009,Philippines
KC993927.1,Illumina,MIA v. 2009,Philippines
KC993926.1,Illumina,MIA v. 2009,Philippines
KC993925.1,Illumina,MIA v. 2009,Philippines
KC993924.1,Illumina,MIA v. 2009,Philippines
KC993923.1,Illumina,MIA v. 2009,Philippines
KC993922.1,Illumina,MIA v. 2009,Philippines
KC993921.1,Illumina,MIA v. 2009,Philippines
KC993920.1,Illumina,MIA v. 2009,Philippines
KC993919.1,Illumina,MIA v. 2009,Philippines
KC993918.1,Illumina,MIA v. 2009,Philippines
KC993917.1,Illumina,MIA v. 2009,Philippines
KC993916.1,Illumina,MIA v. 2009,Philippines
KC993915.1,Illumina,MIA v. 2009,Philippines
KC993914.1,Illumina,MIA v. 2009,Philippines
KC993913.1,Illumina,MIA v. 2009,Philippines
KC993912.1,Illumina,MIA v. 2009,Philippines
KC993911.1,Illumina,MIA v. 2009,Philippines
KC993910.1,Illumina,MIA v. 2009,Philippines
KC993909.1,Illumina,MIA v. 2009,Philippines
KC993908.1,Illumina,MIA v. 2009,Philippines
KC993907.1,Illumina,MIA v. 2009,Philippines
KC993906.1,Illumina,MIA v. 2009,Philippines
KC993905.1,Illumina,MIA v. 2009,Philippines
KC993904.1,Illumina,MIA v. 2009,Philippines
KC993903.1,Illumina,MIA v. 2009,Philippines
KC993902.1,Illumina,MIA v. 2009,Philippines
DQ377992.1,Sanger dideoxy sequencing,Sequencher v. 4.10,NA
KC346248.1,Illumina,BWA v. 2012,Zambia
KC346247.1,Illumina,BWA v. 2012,Zambia
KC346246.1,Illumina,BWA v. 2012,Zambia
KC346245.1,Illumina,BWA v. 2012,Zambia
KC346244.1,Illumina,BWA v. 2012,Zambia
KC346243.1,Illumina,BWA v. 2012,Zambia
MK134271.1,Sanger dideoxy sequencing,NA,Serbia
MK134270.1,Sanger dideoxy sequencing,NA,Serbia
MK134269.1,Sanger dideoxy sequencing,NA,Serbia
MK134268.1,Sanger dideoxy sequencing,NA,Serbia
MK134267.1,Sanger dideoxy sequencing,NA,Serbia
MT929268.1,NA,NA,NA
MT929267.1,NA,NA,NA
MT929266.1,NA,NA,NA
MT929265.1,NA,NA,NA
MT929264.1,NA,NA,NA
MT929263.1,NA,NA,NA
MT929262.1,NA,NA,NA
MT929261.1,NA,NA,NA
MT929260.1,NA,NA,NA
MT929259.1,NA,NA,NA
MT929258.1,NA,NA,NA
MT929257.1,NA,NA,NA
MT929256.1,NA,NA,NA
MT929255.1,NA,NA,NA
MT929254.1,NA,NA,NA
KC346242.1,Illumina,BWA v. 2012,Zambia
KC346241.1,Illumina,BWA v. 2012,Zambia
KC346240.1,Illumina,BWA v. 2012,Zambia
KC346239.1,Illumina,BWA v. 2012,Zambia
KC346238.1,Illumina,BWA v. 2012,Zambia
KC346237.1,Illumina,BWA v. 2012,Zambia
KC346236.1,Illumina,BWA v. 2012,Zambia
KC346235.1,Illumina,BWA v. 2012,Zambia
KC346234.1,Illumina,BWA v. 2012,Zambia
KC346233.1,Illumina,BWA v. 2012,Zambia
KC346232.1,Illumina,BWA v. 2012,Namibia
KC346231.1,Illumina,BWA v. 2012,Namibia
KC346230.1,Illumina,BWA v. 2012,Namibia
KC346229.1,Illumina,BWA v. 2012,Namibia
KC346228.1,Illumina,BWA v. 2012,Namibia
KC346227.1,Illumina,BWA v. 2012,Namibia
KC346226.1,Illumina,BWA v. 2012,Namibia
KC346225.1,Illumina,BWA v. 2012,Namibia
KC346224.1,Illumina,BWA v. 2012,Namibia
KC346223.1,Illumina,BWA v. 2012,Namibia
KC346222.1,Illumina,BWA v. 2012,Namibia
KC346221.1,Illumina,BWA v. 2012,Namibia
KC346220.1,Illumina,BWA v. 2012,Namibia
KC346219.1,Illumina,BWA v. 2012,Namibia
KC346218.1,Illumina,BWA v. 2012,Namibia
KC346217.1,Illumina,BWA v. 2012,Namibia
KC346216.1,Illumina,BWA v. 2012,Namibia
KC346215.1,Illumina,BWA v. 2012,Namibia
KC346214.1,Illumina,BWA v. 2012,Namibia
KC346213.1,Illumina,BWA v. 2012,Namibia
KC346212.1,Illumina,BWA v. 2012,Namibia
KC346211.1,Illumina,BWA v. 2012,Namibia
KC346210.1,Illumina,BWA v. 2012,Namibia
KC346209.1,Illumina,BWA v. 2012,Namibia
KC346208.1,Illumina,BWA v. 2012,Namibia
KC346207.1,Illumina,BWA v. 2012,Namibia
KC346206.1,Illumina,BWA v. 2012,Namibia
KC346205.1,Illumina,BWA v. 2012,Namibia
KC346204.1,Illumina,BWA v. 2012,Namibia
KC346203.1,Illumina,BWA v. 2012,Namibia
KC346202.1,Illumina,BWA v. 2012,Namibia
KC346201.1,Illumina,BWA v. 2012,Namibia
KC346200.1,Illumina,BWA v. 2012,Namibia
KC346199.1,Illumina,BWA v. 2012,Namibia
KC346198.1,Illumina,BWA v. 2012,Namibia
KC346197.1,Illumina,BWA v. 2012,Namibia
KC346196.1,Illumina,BWA v. 2012,Namibia
KC346195.1,Illumina,BWA v. 2012,Namibia
KC346194.1,Illumina,BWA v. 2012,Namibia
KC346193.1,Illumina,BWA v. 2012,Namibia
KC346192.1,Illumina,BWA v. 2012,Namibia
KC346191.1,Illumina,BWA v. 2012,Namibia
KC346190.1,Illumina,BWA v. 2012,Namibia
KC346189.1,Illumina,BWA v. 2012,Namibia
KC346188.1,Illumina,BWA v. 2012,Namibia
KC346187.1,Illumina,BWA v. 2012,Namibia
KC346186.1,Illumina,BWA v. 2012,Namibia
KC346185.1,Illumina,BWA v. 2012,Namibia
KC346184.1,Illumina,BWA v. 2012,Namibia
KC346183.1,Illumina,BWA v. 2012,Namibia
KC346182.1,Illumina,BWA v. 2012,Namibia
KC346181.1,Illumina,BWA v. 2012,Namibia
KC346180.1,Illumina,BWA v. 2012,Namibia
KC346179.1,Illumina,BWA v. 2012,Namibia
KC346178.1,Illumina,BWA v. 2012,Namibia
KC346177.1,Illumina,BWA v. 2012,Namibia
KC346176.1,Illumina,BWA v. 2012,Namibia
KC346175.1,Illumina,BWA v. 2012,Namibia
KC346174.1,Illumina,BWA v. 2012,Namibia
KC346173.1,Illumina,BWA v. 2012,Namibia
KC346172.1,Illumina,BWA v. 2012,Namibia
KC346171.1,Illumina,BWA v. 2012,Namibia
KC346170.1,Illumina,BWA v. 2012,Namibia
KC346169.1,Illumina,BWA v. 2012,Namibia
KC346168.1,Illumina,BWA v. 2012,Namibia
KC346167.1,Illumina,BWA v. 2012,Namibia
KC346166.1,Illumina,BWA v. 2012,Namibia
KC346165.1,Illumina,BWA v. 2012,Namibia
KC346164.1,Illumina,BWA v. 2012,Namibia
KC346163.1,Illumina,BWA v. 2012,Namibia
KC346162.1,Illumina,BWA v. 2012,Namibia
KC346161.1,Illumina,BWA v. 2012,Namibia
KC346160.1,Illumina,BWA v. 2012,Namibia
KC346159.1,Illumina,BWA v. 2012,Namibia
KC346158.1,Illumina,BWA v. 2012,Namibia
KC346157.1,Illumina,BWA v. 2012,Namibia
KC346156.1,Illumina,BWA v. 2012,Namibia
KC346155.1,Illumina,BWA v. 2012,Namibia
KC346154.1,Illumina,BWA v. 2012,Namibia
KC346153.1,Illumina,BWA v. 2012,Namibia
KC346152.1,Illumina,BWA v. 2012,Namibia
KC346151.1,Illumina,BWA v. 2012,Namibia
KC346150.1,Illumina,BWA v. 2012,Namibia
KC346149.1,Illumina,BWA v. 2012,Namibia
KC346148.1,Illumina,BWA v. 2012,Namibia
KC346147.1,Illumina,BWA v. 2012,Namibia
KC346146.1,Illumina,BWA v. 2012,Namibia
KC346145.1,Illumina,BWA v. 2012,Namibia
KC346144.1,Illumina,BWA v. 2012,Namibia
KC346143.1,Illumina,BWA v. 2012,Namibia
KC346142.1,Illumina,BWA v. 2012,Namibia
KC346141.1,Illumina,BWA v. 2012,Namibia
KC346140.1,Illumina,BWA v. 2012,Namibia
KC346139.1,Illumina,BWA v. 2012,Namibia
KC346138.1,Illumina,BWA v. 2012,Namibia
KC346137.1,Illumina,BWA v. 2012,Namibia
KC346136.1,Illumina,BWA v. 2012,Namibia
KC346135.1,Illumina,BWA v. 2012,Namibia
KC346134.1,Illumina,BWA v. 2012,Namibia
KC346133.1,Illumina,BWA v. 2012,Namibia
KC346132.1,Illumina,BWA v. 2012,Namibia
KC346131.1,Illumina,BWA v. 2012,Namibia
KC346130.1,Illumina,BWA v. 2012,Namibia
KC346129.1,Illumina,BWA v. 2012,Namibia
KC346128.1,Illumina,BWA v. 2012,Namibia
KC346127.1,Illumina,BWA v. 2012,Namibia
KC346126.1,Illumina,BWA v. 2012,Namibia
KC346125.1,Illumina,BWA v. 2012,Namibia
KC346124.1,Illumina,BWA v. 2012,Namibia
KC346123.1,Illumina,BWA v. 2012,Namibia
KC346122.1,Illumina,BWA v. 2012,Namibia
KC346121.1,Illumina,BWA v. 2012,Namibia
KC346120.1,Illumina,BWA v. 2012,Namibia
KC346119.1,Illumina,BWA v. 2012,Namibia
KC346118.1,Illumina,BWA v. 2012,Namibia
KC346117.1,Illumina,BWA v. 2012,Namibia
KC346116.1,Illumina,BWA v. 2012,Namibia
KC346115.1,Illumina,BWA v. 2012,Namibia
KC346114.1,Illumina,BWA v. 2012,Namibia
KC346113.1,Illumina,BWA v. 2012,Namibia
KC346112.1,Illumina,BWA v. 2012,Namibia
KC346111.1,Illumina,BWA v. 2012,Namibia
KC346110.1,Illumina,BWA v. 2012,Namibia
KC346109.1,Illumina,BWA v. 2012,Namibia
KC346108.1,Illumina,BWA v. 2012,Namibia
KC346107.1,Illumina,BWA v. 2012,Namibia
KC346106.1,Illumina,BWA v. 2012,Namibia
KC346105.1,Illumina,BWA v. 2012,Namibia
KC346104.1,Illumina,BWA v. 2012,Namibia
KC346103.1,Illumina,BWA v. 2012,Namibia
KC346102.1,Illumina,BWA v. 2012,Namibia
KC346101.1,Illumina,BWA v. 2012,Namibia
KC346100.1,Illumina,BWA v. 2012,Namibia
KC346099.1,Illumina,BWA v. 2012,Namibia
KC346098.1,Illumina,BWA v. 2012,Namibia
KC346097.1,Illumina,BWA v. 2012,Namibia
KC346096.1,Illumina,BWA v. 2012,Namibia
KC346095.1,Illumina,BWA v. 2012,Namibia
KC346094.1,Illumina,BWA v. 2012,Namibia
KC346093.1,Illumina,BWA v. 2012,Namibia
KC346092.1,Illumina,BWA v. 2012,Namibia
KC346091.1,Illumina,BWA v. 2012,Botswana
KC346090.1,Illumina,BWA v. 2012,Botswana
KC346089.1,Illumina,BWA v. 2012,Botswana
KC346088.1,Illumina,BWA v. 2012,Botswana
KC346087.1,Illumina,BWA v. 2012,Botswana
KC346086.1,Illumina,BWA v. 2012,Botswana
KC346085.1,Illumina,BWA v. 2012,Botswana
KC346084.1,Illumina,BWA v. 2012,Botswana
KC346083.1,Illumina,BWA v. 2012,Botswana
KC346082.1,Illumina,BWA v. 2012,Botswana
KC346081.1,Illumina,BWA v. 2012,Botswana
KC346080.1,Illumina,BWA v. 2012,Botswana
KC346079.1,Illumina,BWA v. 2012,Botswana
KC346078.1,Illumina,BWA v. 2012,Botswana
KC346077.1,Illumina,BWA v. 2012,Botswana
KC346076.1,Illumina,BWA v. 2012,Botswana
KC346075.1,Illumina,BWA v. 2012,Botswana
KC346074.1,Illumina,BWA v. 2012,Botswana
KC346073.1,Illumina,BWA v. 2012,Botswana
KC346072.1,Illumina,BWA v. 2012,Botswana
KC346071.1,Illumina,BWA v. 2012,Botswana
KC346070.1,Illumina,BWA v. 2012,Botswana
KC346069.1,Illumina,BWA v. 2012,Botswana
KC346068.1,Illumina,BWA v. 2012,Botswana
KC346067.1,Illumina,BWA v. 2012,Botswana
KC346066.1,Illumina,BWA v. 2012,Botswana
KC346065.1,Illumina,BWA v. 2012,Botswana
KC346064.1,Illumina,BWA v. 2012,Botswana
KC346063.1,Illumina,BWA v. 2012,Botswana
KC346062.1,Illumina,BWA v. 2012,Botswana
KC346061.1,Illumina,BWA v. 2012,Botswana
KC346060.1,Illumina,BWA v. 2012,Botswana
KC346059.1,Illumina,BWA v. 2012,Botswana
KC346058.1,Illumina,BWA v. 2012,Botswana
KC346057.1,Illumina,BWA v. 2012,Botswana
KC346056.1,Illumina,BWA v. 2012,Botswana
KC346055.1,Illumina,BWA v. 2012,Botswana
KC346054.1,Illumina,BWA v. 2012,Botswana
KC346053.1,Illumina,BWA v. 2012,Botswana
KC346052.1,Illumina,BWA v. 2012,Botswana
KC346051.1,Illumina,BWA v. 2012,Botswana
KC346050.1,Illumina,BWA v. 2012,Botswana
KC346049.1,Illumina,BWA v. 2012,Botswana
KC346048.1,Illumina,BWA v. 2012,Botswana
KC346047.1,Illumina,BWA v. 2012,Botswana
KC346046.1,Illumina,BWA v. 2012,Botswana
KC346045.1,Illumina,BWA v. 2012,Botswana
KC346044.1,Illumina,BWA v. 2012,Botswana
KC346043.1,Illumina,BWA v. 2012,Botswana
MT929253.1,NA,NA,NA
MT929252.1,NA,NA,NA
MT929251.1,NA,NA,NA
MT929250.1,NA,NA,NA
MT929249.1,NA,NA,NA
OL880053.1,Sanger dideoxy sequencing,NA,NA
OL880052.1,Sanger dideoxy sequencing,NA,NA
OL880051.1,Sanger dideoxy sequencing,NA,NA
OL880050.1,Sanger dideoxy sequencing,NA,NA
OL880049.1,Sanger dideoxy sequencing,NA,NA
OL880048.1,Sanger dideoxy sequencing,NA,NA
OL880047.1,Sanger dideoxy sequencing,NA,NA
OL880046.1,Sanger dideoxy sequencing,NA,NA
OL880045.1,Sanger dideoxy sequencing,NA,NA
OL880044.1,Sanger dideoxy sequencing,NA,NA
OL880043.1,Sanger dideoxy sequencing,NA,NA
OL880042.1,Sanger dideoxy sequencing,NA,NA
OL880041.1,Sanger dideoxy sequencing,NA,NA
OL880040.1,Sanger dideoxy sequencing,NA,NA
OL880039.1,Sanger dideoxy sequencing,NA,NA
OQ731975.1,Illumina,LeeHOM v.,NA
OQ731974.1,Illumina,LeeHOM v.,NA
OQ731973.1,Illumina,LeeHOM v.,NA
OQ731972.1,Illumina,LeeHOM v.,NA
OQ731971.1,Illumina,LeeHOM v.,NA
OQ731970.1,Illumina,LeeHOM v.,NA
OQ731969.1,Illumina,LeeHOM v.,NA
OQ731968.1,Illumina,LeeHOM v.,NA
OQ731967.1,Illumina,LeeHOM v.,NA
OQ731966.1,Illumina,LeeHOM v.,NA
OQ731965.1,Illumina,LeeHOM v.,NA
OQ731964.1,Illumina,LeeHOM v.,NA
OQ731963.1,Illumina,LeeHOM v.,NA
OQ731962.1,Illumina,LeeHOM v.,NA
OQ731961.1,Illumina,LeeHOM v.,NA
OQ731960.1,Illumina,LeeHOM v.,NA
OQ731959.1,Illumina,LeeHOM v.,NA
OQ731958.1,Illumina,LeeHOM v.,NA
OQ731957.1,Illumina,LeeHOM v.,NA
OQ731956.1,Illumina,LeeHOM v.,NA
KC346042.1,Illumina,BWA v. 2012,Botswana
KC346041.1,Illumina,BWA v. 2012,Botswana
KC346040.1,Illumina,BWA v. 2012,Botswana
KC346039.1,Illumina,BWA v. 2012,Botswana
KC346038.1,Illumina,BWA v. 2012,Botswana
KC346037.1,Illumina,BWA v. 2012,Botswana
KC346036.1,Illumina,BWA v. 2012,Botswana
KC346035.1,Illumina,BWA v. 2012,Botswana
KC346034.1,Illumina,BWA v. 2012,Botswana
KC346033.1,Illumina,BWA v. 2012,Botswana
KC346032.1,Illumina,BWA v. 2012,Botswana
KC346031.1,Illumina,BWA v. 2012,Botswana
KC346030.1,Illumina,BWA v. 2012,Botswana
KC346029.1,Illumina,BWA v. 2012,Botswana
KC346028.1,Illumina,BWA v. 2012,Botswana
KC346027.1,Illumina,BWA v. 2012,Botswana
KC346026.1,Illumina,BWA v. 2012,Botswana
KC346025.1,Illumina,BWA v. 2012,Botswana
KC346024.1,Illumina,BWA v. 2012,Botswana
KC346023.1,Illumina,BWA v. 2012,Botswana
KC346022.1,Illumina,BWA v. 2012,Botswana
KC346021.1,Illumina,BWA v. 2012,Botswana
KC346020.1,Illumina,BWA v. 2012,Botswana
